Edition,Report Type,Measure Name,State Name,Rank,Value,Score,Lower CI,Upper CI
2015,2015 Annual Edition,Colorectal Cancer Screening,Wyoming,50,56.5,-2,59,54
2015,2015 Annual Edition,Colorectal Cancer Screening,United States,,66.4,,66.6,65.8
2015,2015 Annual Edition,Colorectal Cancer Screening,District of Columbia,,67.5,,70.9,64.2
2015,2015 Annual Edition,Community & Environment,Alaska,37,-0.055,,,
2015,2015 Annual Edition,Community & Environment,Alabama,45,-0.095,,,
2015,2015 Annual Edition,Community & Environment,United States,,,,,
2015,2015 Annual Edition,Community & Environment,Arkansas,49,-0.147,,,
2015,2015 Annual Edition,Community & Environment,Arizona,38,-0.058,,,
2015,2015 Annual Edition,Community & Environment,California,42,-0.083,,,
2015,2015 Annual Edition,Community & Environment,Colorado,15,0.1,,,
2015,2015 Annual Edition,Community & Environment,Connecticut,9,0.133,,,
2015,2015 Annual Edition,Community & Environment,District of Columbia,,,,,
2015,2015 Annual Edition,Community & Environment,Delaware,40,-0.062,,,
2015,2015 Annual Edition,Community & Environment,Florida,30,-0.008,,,
2015,2015 Annual Edition,Community & Environment,Georgia,34,-0.044,,,
2015,2015 Annual Edition,Community & Environment,Hawaii,17,0.091,,,
2015,2015 Annual Edition,Community & Environment,Iowa,22,0.043,,,
2015,2015 Annual Edition,Community & Environment,Idaho,23,0.034,,,
2015,2015 Annual Edition,Community & Environment,Illinois,35,-0.048,,,
2015,2015 Annual Edition,Community & Environment,Indiana,36,-0.052,,,
2015,2015 Annual Edition,Community & Environment,Kansas,24,0.034,,,
2015,2015 Annual Edition,Community & Environment,Kentucky,26,0.026,,,
2015,2015 Annual Edition,Community & Environment,Louisiana,50,-0.239,,,
2015,2015 Annual Edition,Community & Environment,Massachusetts,16,0.096,,,
2015,2015 Annual Edition,Community & Environment,Maryland,31,-0.02,,,
2015,2015 Annual Edition,Community & Environment,Maine,3,0.188,,,
2015,2015 Annual Edition,Community & Environment,Michigan,29,0.003,,,
2015,2015 Annual Edition,Community & Environment,Minnesota,7,0.137,,,
2015,2015 Annual Edition,Community & Environment,Missouri,33,-0.023,,,
2015,2015 Annual Edition,Community & Environment,Mississippi,39,-0.06,,,
2015,2015 Annual Edition,Community & Environment,Montana,8,0.134,,,
2015,2015 Annual Edition,Community & Environment,North Carolina,27,0.014,,,
2015,2015 Annual Edition,Community & Environment,North Dakota,11,0.115,,,
2015,2015 Annual Edition,Community & Environment,Nebraska,18,0.081,,,
2015,2015 Annual Edition,Community & Environment,New Hampshire,2,0.189,,,
2015,2015 Annual Edition,Community & Environment,New Jersey,13,0.106,,,
2015,2015 Annual Edition,Community & Environment,New Mexico,46,-0.109,,,
2015,2015 Annual Edition,Community & Environment,Nevada,48,-0.135,,,
2015,2015 Annual Edition,Community & Environment,New York,19,0.072,,,
2015,2015 Annual Edition,Community & Environment,Ohio,28,0.005,,,
2015,2015 Annual Edition,Community & Environment,Oklahoma,47,-0.113,,,
2015,2015 Annual Edition,Community & Environment,Oregon,4,0.167,,,
2015,2015 Annual Edition,Community & Environment,Pennsylvania,32,-0.023,,,
2015,2015 Annual Edition,Community & Environment,Rhode Island,12,0.112,,,
2015,2015 Annual Edition,Community & Environment,South Carolina,43,-0.091,,,
2015,2015 Annual Edition,Community & Environment,South Dakota,20,0.062,,,
2015,2015 Annual Edition,Community & Environment,Tennessee,44,-0.094,,,
2015,2015 Annual Edition,Community & Environment,Texas,41,-0.082,,,
2015,2015 Annual Edition,Community & Environment,Utah,14,0.103,,,
2015,2015 Annual Edition,Community & Environment,Virginia,6,0.14,,,
2015,2015 Annual Edition,Community & Environment,Vermont,1,0.236,,,
2015,2015 Annual Edition,Community & Environment,Washington,10,0.131,,,
2015,2015 Annual Edition,Community & Environment,Wisconsin,21,0.048,,,
2015,2015 Annual Edition,Community & Environment,West Virginia,25,0.033,,,
2015,2015 Annual Edition,Community & Environment,Wyoming,5,0.162,,,
2015,2015 Annual Edition,"Dental Visit, Annual",Alabama,39,60,-1.02,61.5,58.5
2015,2015 Annual Edition,"Dental Visit, Annual",Alaska,28,64.4,-0.17,66.4,62.3
2015,2015 Annual Edition,"Dental Visit, Annual",Arizona,41,59,-1.21,60.4,57.7
2015,2015 Annual Edition,"Dental Visit, Annual",Arkansas,47,57.1,-1.58,59.2,55
2015,2015 Annual Edition,"Dental Visit, Annual",California,26,65.1,-0.04,66.4,63.8
2015,2015 Annual Edition,"Dental Visit, Annual",Colorado,18,67,0.33,68.1,66
2015,2015 Annual Edition,"Dental Visit, Annual",Connecticut,1,74.9,1.85,76.3,73.5
2015,2015 Annual Edition,"Dental Visit, Annual",Delaware,21,66.5,0.23,68.6,64.5
2015,2015 Annual Edition,"Dental Visit, Annual",Florida,34,61.9,-0.66,63.3,60.6
2015,2015 Annual Edition,"Dental Visit, Annual",Georgia,38,60.6,-0.91,62.3,58.8
2015,2015 Annual Edition,"Dental Visit, Annual",Hawaii,6,71.6,1.21,73.1,70.1
2015,2015 Annual Edition,"Dental Visit, Annual",Idaho,29,64.3,-0.19,66.2,62.4
2015,2015 Annual Edition,"Dental Visit, Annual",Illinois,31,63.9,-0.27,65.7,62.1
2015,2015 Annual Edition,"Dental Visit, Annual",Indiana,35,61.5,-0.73,62.8,60.3
2015,2015 Annual Edition,"Dental Visit, Annual",Iowa,11,69.4,0.79,70.8,68.1
2015,2015 Annual Edition,"Dental Visit, Annual",Kansas,16,67.3,0.39,68.3,66.3
2015,2015 Annual Edition,"Dental Visit, Annual",Kentucky,37,61,-0.83,62.5,59.4
2015,2015 Annual Edition,"Dental Visit, Annual",Louisiana,43,58.3,-1.35,59.8,56.8
2015,2015 Annual Edition,"Dental Visit, Annual",Maine,32,63.6,-0.33,65,62.3
2015,2015 Annual Edition,"Dental Visit, Annual",Maryland,8,70.2,0.94,71.8,68.6
2015,2015 Annual Edition,"Dental Visit, Annual",Massachusetts,2,74.7,1.81,75.8,73.6
2015,2015 Annual Edition,"Dental Visit, Annual",Michigan,15,68.6,0.64,69.9,67.3
2015,2015 Annual Edition,"Dental Visit, Annual",Minnesota,3,72.6,1.41,73.5,71.7
2015,2015 Annual Edition,"Dental Visit, Annual",Mississippi,48,56.8,-1.64,58.9,54.6
2015,2015 Annual Edition,"Dental Visit, Annual",Missouri,42,58.6,-1.29,60.3,56.8
2015,2015 Annual Edition,"Dental Visit, Annual",Montana,33,62.6,-0.52,64.2,60.9
2015,2015 Annual Edition,"Dental Visit, Annual",Nebraska,22,66.4,0.21,67.4,65.4
2015,2015 Annual Edition,"Dental Visit, Annual",Nevada,40,59.9,-1.04,62.4,57.4
2015,2015 Annual Edition,"Dental Visit, Annual",New Hampshire,11,69.4,0.79,71.2,67.7
2015,2015 Annual Edition,"Dental Visit, Annual",New Jersey,9,70.1,0.92,71.4,68.9
2015,2015 Annual Edition,"Dental Visit, Annual",New Mexico,36,61.3,-0.77,62.9,59.7
2015,2015 Annual Edition,"Dental Visit, Annual",New York,16,67.3,0.39,68.8,65.9
2015,2015 Annual Edition,"Dental Visit, Annual",North Carolina,30,64.2,-0.21,65.5,62.8
2015,2015 Annual Edition,"Dental Visit, Annual",North Dakota,24,65.5,0.04,67.2,63.7
2015,2015 Annual Edition,"Dental Visit, Annual",Ohio,25,65.3,0,66.8,63.9
2015,2015 Annual Edition,"Dental Visit, Annual",Oklahoma,48,56.8,-1.64,58.2,55.4
2015,2015 Annual Edition,"Dental Visit, Annual",Oregon,23,65.7,0.08,67.4,63.9
2015,2015 Annual Edition,"Dental Visit, Annual",Pennsylvania,20,66.8,0.29,68.1,65.5
2015,2015 Annual Edition,"Dental Visit, Annual",Rhode Island,5,72.1,1.31,73.7,70.4
2015,2015 Annual Edition,"Dental Visit, Annual",South Carolina,43,58.3,-1.35,59.6,57
2015,2015 Annual Edition,"Dental Visit, Annual",South Dakota,7,70.5,1,72.4,68.6
2015,2015 Annual Edition,"Dental Visit, Annual",Tennessee,43,58.3,-1.35,60.3,56.3
2015,2015 Annual Edition,"Dental Visit, Annual",Texas,46,58.2,-1.37,59.5,56.8
2015,2015 Annual Edition,"Dental Visit, Annual",Utah,14,68.9,0.69,69.8,68
2015,2015 Annual Edition,"Dental Visit, Annual",Vermont,4,72.2,1.33,73.5,70.9
2015,2015 Annual Edition,"Dental Visit, Annual",Virginia,13,69.3,0.77,70.6,68
2015,2015 Annual Edition,"Dental Visit, Annual",Washington,19,66.9,0.31,68.3,65.6
2015,2015 Annual Edition,"Dental Visit, Annual",West Virginia,50,54.2,-2,55.7,52.6
2015,2015 Annual Edition,"Dental Visit, Annual",Wisconsin,9,70.1,0.92,71.7,68.6
2015,2015 Annual Edition,"Dental Visit, Annual",Wyoming,27,65,-0.06,67.1,62.9
2015,2015 Annual Edition,"Dental Visit, Annual",United States,,65.3,,64.7,64.1
2015,2015 Annual Edition,"Dental Visit, Annual",District of Columbia,,70.8,,73.3,68.3
2015,2015 Annual Edition,Dentists,Alabama,48,44.0,-1.537,,
2015,2015 Annual Edition,Dentists,Alaska,2,78.3,1.665,,
2015,2015 Annual Edition,Dentists,Arizona,25,54.5,-0.556,,
2015,2015 Annual Edition,Dentists,Arkansas,50,40.9,-1.83,,
2015,2015 Annual Edition,Dentists,California,4,76.6,1.506,,
2015,2015 Annual Edition,Dentists,Colorado,11,68.7,0.773,,
2015,2015 Annual Edition,Dentists,Connecticut,5,76.2,1.471,,
2015,2015 Annual Edition,Dentists,Delaware,47,45.4,-1.409,,
2015,2015 Annual Edition,Dentists,Florida,35,50.7,-0.908,,
2015,2015 Annual Edition,Dentists,Georgia,46,47.0,-1.255,,
2015,2015 Annual Edition,Dentists,Hawaii,6,75.2,1.382,,
2015,2015 Annual Edition,Dentists,Idaho,22,57.8,-0.25,,
2015,2015 Annual Edition,Dentists,Illinois,12,66.7,0.585,,
2015,2015 Annual Edition,Dentists,Indiana,45,47.4,-1.219,,
2015,2015 Annual Edition,Dentists,Iowa,33,51.9,-0.803,,
2015,2015 Annual Edition,Dentists,Kansas,37,50.5,-0.936,,
2015,2015 Annual Edition,Dentists,Kentucky,23,56.6,-0.365,,
2015,2015 Annual Edition,Dentists,Louisiana,41,48.0,-1.167,,
2015,2015 Annual Edition,Dentists,Maine,30,52.2,-0.776,,
2015,2015 Annual Edition,Dentists,Maryland,8,71.9,1.067,,
2015,2015 Annual Edition,Dentists,Massachusetts,3,78.0,1.639,,
2015,2015 Annual Edition,Dentists,Michigan,17,61.4,0.086,,
2015,2015 Annual Edition,Dentists,Minnesota,18,60.6,0.01,,
2015,2015 Annual Edition,Dentists,Mississippi,49,42.6,-1.669,,
2015,2015 Annual Edition,Dentists,Missouri,42,48.0,-1.168,,
2015,2015 Annual Edition,Dentists,Montana,20,58.9,-0.143,,
2015,2015 Annual Edition,Dentists,Nebraska,14,64.4,0.366,,
2015,2015 Annual Edition,Dentists,Nevada,32,51.9,-0.803,,
2015,2015 Annual Edition,Dentists,New Hampshire,15,64.0,0.335,,
2015,2015 Annual Edition,Dentists,New Jersey,1,81.2,1.942,,
2015,2015 Annual Edition,Dentists,New Mexico,34,50.9,-0.895,,
2015,2015 Annual Edition,Dentists,New York,7,73.5,1.216,,
2015,2015 Annual Edition,Dentists,North Carolina,44,47.9,-1.173,,
2015,2015 Annual Edition,Dentists,North Dakota,26,54.4,-0.564,,
2015,2015 Annual Edition,Dentists,Ohio,31,51.9,-0.803,,
2015,2015 Annual Edition,Dentists,Oklahoma,38,50.4,-0.938,,
2015,2015 Annual Edition,Dentists,Oregon,10,68.9,0.793,,
2015,2015 Annual Edition,Dentists,Pennsylvania,19,60.2,-0.021,,
2015,2015 Annual Edition,Dentists,Rhode Island,28,53.7,-0.629,,
2015,2015 Annual Edition,Dentists,South Carolina,43,47.9,-1.17,,
2015,2015 Annual Edition,Dentists,South Dakota,27,54.1,-0.599,,
2015,2015 Annual Edition,Dentists,Tennessee,39,50.0,-0.982,,
2015,2015 Annual Edition,Dentists,Texas,36,50.5,-0.929,,
2015,2015 Annual Edition,Dentists,Utah,13,65.2,0.442,,
2015,2015 Annual Edition,Dentists,Vermont,21,58.2,-0.209,,
2015,2015 Annual Edition,Dentists,Virginia,16,62.8,0.219,,
2015,2015 Annual Edition,Dentists,Washington,9,71.0,0.986,,
2015,2015 Annual Edition,Dentists,West Virginia,40,48.0,-1.164,,
2015,2015 Annual Edition,Dentists,Wisconsin,24,56.0,-0.419,,
2015,2015 Annual Edition,Dentists,Wyoming,29,53.0,-0.699,,
2015,2015 Annual Edition,Dentists,United States,,60.5,,,
2015,2015 Annual Edition,Dentists,District of Columbia,,89.2,,,
2015,2015 Annual Edition,Diabetes,Alabama,47,12.9,1.78,13.8,12.1
2015,2015 Annual Edition,Diabetes,Alaska,3,7.4,-1.59,8.4,6.4
2015,2015 Annual Edition,Diabetes,Arizona,25,10,0,10.7,9.4
2015,2015 Annual Edition,Diabetes,Arkansas,46,12.7,1.66,13.9,11.6
2015,2015 Annual Edition,Diabetes,California,29,10.3,0.18,11.1,9.5
2015,2015 Annual Edition,Diabetes,Colorado,2,7.3,-1.66,7.8,6.7
2015,2015 Annual Edition,Diabetes,Connecticut,15,9.2,-0.49,10,8.4
2015,2015 Annual Edition,Diabetes,Delaware,35,11.1,0.67,12.2,9.9
2015,2015 Annual Edition,Diabetes,Florida,37,11.2,0.74,12,10.4
2015,2015 Annual Edition,Diabetes,Georgia,41,11.6,0.98,12.5,10.6
2015,2015 Annual Edition,Diabetes,Hawaii,24,9.8,-0.12,10.7,8.8
2015,2015 Annual Edition,Diabetes,Idaho,4,7.6,-1.47,8.5,6.8
2015,2015 Annual Edition,Diabetes,Illinois,27,10.1,0.06,11.1,9.1
2015,2015 Annual Edition,Diabetes,Indiana,32,10.7,0.43,11.3,10
2015,2015 Annual Edition,Diabetes,Iowa,18,9.5,-0.31,10.2,8.7
2015,2015 Annual Edition,Diabetes,Kansas,29,10.3,0.18,10.9,9.8
2015,2015 Annual Edition,Diabetes,Kentucky,45,12.5,1.53,13.4,11.6
2015,2015 Annual Edition,Diabetes,Louisiana,39,11.3,0.8,12.1,10.4
2015,2015 Annual Edition,Diabetes,Maine,18,9.5,-0.31,10.2,8.8
2015,2015 Annual Edition,Diabetes,Maryland,27,10.1,0.06,10.9,9.3
2015,2015 Annual Edition,Diabetes,Massachusetts,21,9.7,-0.18,10.4,9
2015,2015 Annual Edition,Diabetes,Michigan,31,10.4,0.25,11.1,9.7
2015,2015 Annual Edition,Diabetes,Minnesota,6,8.1,-1.17,8.6,7.7
2015,2015 Annual Edition,Diabetes,Mississippi,48,13,1.84,14.2,11.7
2015,2015 Annual Edition,Diabetes,Missouri,35,11.1,0.67,12.1,10.1
2015,2015 Annual Edition,Diabetes,Montana,9,8.8,-0.74,9.6,7.9
2015,2015 Annual Edition,Diabetes,Nebraska,15,9.2,-0.49,9.7,8.6
2015,2015 Annual Edition,Diabetes,Nevada,20,9.6,-0.25,10.9,8.3
2015,2015 Annual Edition,Diabetes,New Hampshire,13,9.1,-0.55,10.1,8.2
2015,2015 Annual Edition,Diabetes,New Jersey,21,9.7,-0.18,10.4,9
2015,2015 Annual Edition,Diabetes,New Mexico,40,11.5,0.92,12.5,10.6
2015,2015 Annual Edition,Diabetes,New York,25,10,0,10.9,9.2
2015,2015 Annual Edition,Diabetes,North Carolina,33,10.8,0.49,11.6,10
2015,2015 Annual Edition,Diabetes,North Dakota,8,8.6,-0.86,9.5,7.8
2015,2015 Annual Edition,Diabetes,Ohio,42,11.7,1.04,12.6,10.9
2015,2015 Annual Edition,Diabetes,Oklahoma,43,12,1.23,12.7,11.2
2015,2015 Annual Edition,Diabetes,Oregon,11,9,-0.61,9.8,8.1
2015,2015 Annual Edition,Diabetes,Pennsylvania,37,11.2,0.74,11.9,10.5
2015,2015 Annual Edition,Diabetes,Rhode Island,17,9.4,-0.37,10.3,8.6
2015,2015 Annual Edition,Diabetes,South Carolina,43,12,1.23,12.7,11.3
2015,2015 Annual Edition,Diabetes,South Dakota,13,9.1,-0.55,10.2,8
2015,2015 Annual Edition,Diabetes,Tennessee,48,13,1.84,14.1,11.8
2015,2015 Annual Edition,Diabetes,Texas,34,11,0.61,11.8,10.2
2015,2015 Annual Edition,Diabetes,Utah,1,7.1,-1.78,7.6,6.7
2015,2015 Annual Edition,Diabetes,Vermont,5,7.9,-1.29,8.6,7.1
2015,2015 Annual Edition,Diabetes,Virginia,21,9.7,-0.18,10.4,9
2015,2015 Annual Edition,Diabetes,Washington,10,8.9,-0.67,9.6,8.2
2015,2015 Annual Edition,Diabetes,West Virginia,50,14.1,2,15.1,13.1
2015,2015 Annual Edition,Diabetes,Wisconsin,11,9,-0.61,9.8,8.1
2015,2015 Annual Edition,Diabetes,Wyoming,7,8.4,-0.98,9.4,7.4
2015,2015 Annual Edition,Diabetes,United States,,10,,10.7,10.3
2015,2015 Annual Edition,Diabetes,District of Columbia,,8.4,,9.7,7.2
2015,2015 Annual Edition,Disparity in Health Status,Alabama,3,20.2,-2,,
2015,2015 Annual Edition,Disparity in Health Status,Alaska,12,25.3,-1.309,,
2015,2015 Annual Edition,Disparity in Health Status,United States,,31.6,,,
2015,2015 Annual Edition,Disparity in Health Status,Arizona,38,31.9,0.062,,
2015,2015 Annual Edition,Disparity in Health Status,Arkansas,14,25.4,-1.288,,
2015,2015 Annual Edition,Disparity in Health Status,California,50,38.1,1.351,,
2015,2015 Annual Edition,Disparity in Health Status,Colorado,46,35.2,0.748,,
2015,2015 Annual Edition,Disparity in Health Status,Connecticut,47,35.9,0.894,,
2015,2015 Annual Edition,Disparity in Health Status,District of Columbia,,39.8,,,
2015,2015 Annual Edition,Disparity in Health Status,Delaware,35,31.3,-0.062,,
2015,2015 Annual Edition,Disparity in Health Status,Florida,40,32.4,0.166,,
2015,2015 Annual Edition,Disparity in Health Status,Georgia,22,28,-0.748,,
2015,2015 Annual Edition,Disparity in Health Status,Hawaii,2,18.3,-2,,
2015,2015 Annual Edition,Disparity in Health Status,Idaho,28,28.7,-0.603,,
2015,2015 Annual Edition,Disparity in Health Status,Illinois,32,30.8,-0.166,,
2015,2015 Annual Edition,Disparity in Health Status,Indiana,20,27,-0.956,,
2015,2015 Annual Edition,Disparity in Health Status,Iowa,26,28.6,-0.623,,
2015,2015 Annual Edition,Disparity in Health Status,Kansas,31,29.1,-0.52,,
2015,2015 Annual Edition,Disparity in Health Status,Kentucky,21,27.5,-0.852,,
2015,2015 Annual Edition,Disparity in Health Status,Louisiana,4,22,-1.995,,
2015,2015 Annual Edition,Disparity in Health Status,Maine,19,26.6,-1.039,,
2015,2015 Annual Edition,Disparity in Health Status,Maryland,42,33.2,0.333,,
2015,2015 Annual Edition,Disparity in Health Status,Massachusetts,49,36.5,1.018,,
2015,2015 Annual Edition,Disparity in Health Status,Michigan,15,25.8,-1.205,,
2015,2015 Annual Edition,Disparity in Health Status,Minnesota,9,24.6,-1.455,,
2015,2015 Annual Edition,Disparity in Health Status,Mississippi,1,14.9,-2,,
2015,2015 Annual Edition,Disparity in Health Status,Missouri,28,28.7,-0.603,,
2015,2015 Annual Edition,Disparity in Health Status,Montana,23,28.1,-0.727,,
2015,2015 Annual Edition,Disparity in Health Status,Nebraska,43,33.8,0.457,,
2015,2015 Annual Edition,Disparity in Health Status,Nevada,23,28.1,-0.727,,
2015,2015 Annual Edition,Disparity in Health Status,New Hampshire,10,24.7,-1.434,,
2015,2015 Annual Edition,Disparity in Health Status,New Jersey,40,32.4,0.166,,
2015,2015 Annual Edition,Disparity in Health Status,New Mexico,26,28.6,-0.623,,
2015,2015 Annual Edition,Disparity in Health Status,New York,37,31.8,0.042,,
2015,2015 Annual Edition,Disparity in Health Status,North Carolina,48,36.4,0.998,,
2015,2015 Annual Edition,Disparity in Health Status,North Dakota,8,24.5,-1.476,,
2015,2015 Annual Edition,Disparity in Health Status,Ohio,12,25.3,-1.309,,
2015,2015 Annual Edition,Disparity in Health Status,Oklahoma,11,25.1,-1.351,,
2015,2015 Annual Edition,Disparity in Health Status,Oregon,36,31.6,0,,
2015,2015 Annual Edition,Disparity in Health Status,Pennsylvania,23,28.1,-0.727,,
2015,2015 Annual Edition,Disparity in Health Status,Rhode Island,34,31,-0.125,,
2015,2015 Annual Edition,Disparity in Health Status,South Carolina,16,25.9,-1.185,,
2015,2015 Annual Edition,Disparity in Health Status,South Dakota,5,22.6,-1.87,,
2015,2015 Annual Edition,Disparity in Health Status,Tennessee,6,23.1,-1.766,,
2015,2015 Annual Edition,Disparity in Health Status,Texas,44,34,0.499,,
2015,2015 Annual Edition,Disparity in Health Status,Utah,28,28.7,-0.603,,
2015,2015 Annual Edition,Disparity in Health Status,Vermont,44,34,0.499,,
2015,2015 Annual Edition,Disparity in Health Status,Virginia,33,30.9,-0.145,,
2015,2015 Annual Edition,Disparity in Health Status,Washington,17,26.2,-1.122,,
2015,2015 Annual Edition,Disparity in Health Status,West Virginia,7,24,-1.579,,
2015,2015 Annual Edition,Disparity in Health Status,Wisconsin,39,32.2,0.125,,
2015,2015 Annual Edition,Disparity in Health Status,Wyoming,17,26.2,-1.122,,
2015,2015 Annual Edition,Drug Deaths,Alabama,16,12,-0.297,12.6,11.4
2015,2015 Annual Edition,Drug Deaths,Alaska,34,15.3,0.357,16.9,13.6
2015,2015 Annual Edition,Drug Deaths,Arizona,41,18.1,0.912,18.7,17.5
2015,2015 Annual Edition,Drug Deaths,Arkansas,17,12.1,-0.277,12.9,11.4
2015,2015 Annual Edition,Drug Deaths,California,12,11.3,-0.436,11.5,11.1
2015,2015 Annual Edition,Drug Deaths,Colorado,35,15.8,0.456,16.4,15.2
2015,2015 Annual Edition,Drug Deaths,Connecticut,23,13.1,-0.079,13.8,12.4
2015,2015 Annual Edition,Drug Deaths,Delaware,39,17.2,0.733,18.7,15.6
2015,2015 Annual Edition,Drug Deaths,Florida,29,13.9,0.079,14.2,13.6
2015,2015 Annual Edition,Drug Deaths,Georgia,10,10.8,-0.535,11.2,10.4
2015,2015 Annual Edition,Drug Deaths,Hawaii,13,11.8,-0.337,12.8,10.8
2015,2015 Annual Edition,Drug Deaths,Idaho,19,12.8,-0.139,13.8,11.8
2015,2015 Annual Edition,Drug Deaths,Illinois,14,11.9,-0.317,12.2,11.5
2015,2015 Annual Edition,Drug Deaths,Indiana,35,15.8,0.456,16.3,15.2
2015,2015 Annual Edition,Drug Deaths,Iowa,4,8.7,-0.951,9.3,8.1
2015,2015 Annual Edition,Drug Deaths,Kansas,11,11.1,-0.476,11.8,10.4
2015,2015 Annual Edition,Drug Deaths,Kentucky,48,24,2,24.8,23.2
2015,2015 Annual Edition,Drug Deaths,Louisiana,31,14.4,0.178,15.1,13.8
2015,2015 Annual Edition,Drug Deaths,Maine,14,11.9,-0.317,13,10.8
2015,2015 Annual Edition,Drug Deaths,Maryland,26,13.4,-0.02,14,12.9
2015,2015 Annual Edition,Drug Deaths,Massachusetts,28,13.7,0.04,14.2,13.2
2015,2015 Annual Edition,Drug Deaths,Michigan,32,14.5,0.198,14.9,14
2015,2015 Annual Edition,Drug Deaths,Minnesota,5,9.4,-0.813,9.8,8.9
2015,2015 Annual Edition,Drug Deaths,Mississippi,9,10.7,-0.555,11.4,10
2015,2015 Annual Edition,Drug Deaths,Missouri,37,16.4,0.575,17,15.8
2015,2015 Annual Edition,Drug Deaths,Montana,26,13.4,-0.02,14.7,12.1
2015,2015 Annual Edition,Drug Deaths,Nebraska,3,7.3,-1.229,8,6.5
2015,2015 Annual Edition,Drug Deaths,Nevada,47,22.4,1.764,23.4,21.4
2015,2015 Annual Edition,Drug Deaths,New Hampshire,32,14.5,0.198,15.7,13.3
2015,2015 Annual Edition,Drug Deaths,New Jersey,23,13.1,-0.079,13.5,12.7
2015,2015 Annual Edition,Drug Deaths,New Mexico,49,24.4,2,25.6,23.1
2015,2015 Annual Edition,Drug Deaths,New York,8,10.6,-0.575,10.9,10.4
2015,2015 Annual Edition,Drug Deaths,North Carolina,21,13,-0.099,13.5,12.6
2015,2015 Annual Edition,Drug Deaths,North Dakota,1,2.7,-2,3.5,2.1
2015,2015 Annual Edition,Drug Deaths,Ohio,43,18.9,1.07,19.4,18.5
2015,2015 Annual Edition,Drug Deaths,Oklahoma,45,20.3,1.348,21.2,19.5
2015,2015 Annual Edition,Drug Deaths,Oregon,18,12.5,-0.198,13.2,11.9
2015,2015 Annual Edition,Drug Deaths,Pennsylvania,42,18.7,1.031,19.1,18.2
2015,2015 Annual Edition,Drug Deaths,Rhode Island,44,19.6,1.209,21.1,18.1
2015,2015 Annual Edition,Drug Deaths,South Carolina,21,13,-0.099,13.6,12.4
2015,2015 Annual Edition,Drug Deaths,South Dakota,2,6.4,-1.407,7.4,5.4
2015,2015 Annual Edition,Drug Deaths,Tennessee,40,17.6,0.813,18.1,17
2015,2015 Annual Edition,Drug Deaths,Texas,7,9.8,-0.733,10,9.6
2015,2015 Annual Edition,Drug Deaths,Utah,46,21.9,1.665,22.9,20.8
2015,2015 Annual Edition,Drug Deaths,Vermont,20,12.9,-0.119,14.5,11.3
2015,2015 Annual Edition,Drug Deaths,Virginia,6,9.5,-0.793,9.9,9.1
2015,2015 Annual Edition,Drug Deaths,Washington,30,14.1,0.119,14.6,13.6
2015,2015 Annual Edition,Drug Deaths,West Virginia,50,32.4,2,33.9,30.8
2015,2015 Annual Edition,Drug Deaths,Wisconsin,23,13.1,-0.079,13.7,12.6
2015,2015 Annual Edition,Drug Deaths,Wyoming,37,16.4,0.575,18.3,14.5
2015,2015 Annual Edition,Drug Deaths,United States,0,13.5,0,13.5,13.4
2015,2015 Annual Edition,Drug Deaths,District of Columbia,0,14.9,0,16.7,13.1
2015,2015 Annual Edition,Excessive Drinking,Alabama,4,13.3,-1.4,14.5,12.2
2015,2015 Annual Edition,Excessive Drinking,Alaska,47,21.7,1.34,23.5,19.9
2015,2015 Annual Edition,Excessive Drinking,Arizona,17,16.6,-0.33,17.7,15.4
2015,2015 Annual Edition,Excessive Drinking,Arkansas,8,14.3,-1.08,16,12.6
2015,2015 Annual Edition,Excessive Drinking,California,22,17.2,-0.13,18.3,16
2015,2015 Annual Edition,Excessive Drinking,Colorado,35,19,0.46,19.9,18
2015,2015 Annual Edition,Excessive Drinking,Connecticut,26,17.6,0,18.9,16.3
2015,2015 Annual Edition,Excessive Drinking,Delaware,22,17.2,-0.13,19,15.3
2015,2015 Annual Edition,Excessive Drinking,Florida,20,17,-0.2,18.1,15.9
2015,2015 Annual Edition,Excessive Drinking,Georgia,12,15.6,-0.65,17,14.2
2015,2015 Annual Edition,Excessive Drinking,Hawaii,43,21.1,1.14,22.5,19.7
2015,2015 Annual Edition,Excessive Drinking,Idaho,14,16.1,-0.49,17.8,14.5
2015,2015 Annual Edition,Excessive Drinking,Illinois,45,21.4,1.24,23,19.8
2015,2015 Annual Edition,Excessive Drinking,Indiana,13,15.8,-0.59,16.9,14.8
2015,2015 Annual Edition,Excessive Drinking,Iowa,48,22.3,1.53,23.6,21
2015,2015 Annual Edition,Excessive Drinking,Kansas,21,17.1,-0.16,17.9,16.2
2015,2015 Annual Edition,Excessive Drinking,Kentucky,6,13.6,-1.31,14.8,12.4
2015,2015 Annual Edition,Excessive Drinking,Louisiana,28,17.7,0.03,18.9,16.4
2015,2015 Annual Edition,Excessive Drinking,Maine,35,19,0.46,20.2,17.7
2015,2015 Annual Edition,Excessive Drinking,Maryland,19,16.8,-0.26,18.1,15.5
2015,2015 Annual Edition,Excessive Drinking,Massachusetts,38,19.6,0.65,20.7,18.6
2015,2015 Annual Edition,Excessive Drinking,Michigan,40,20.4,0.91,21.6,19.2
2015,2015 Annual Edition,Excessive Drinking,Minnesota,44,21.2,1.17,22,20.4
2015,2015 Annual Edition,Excessive Drinking,Mississippi,7,13.8,-1.24,15.5,12.1
